id,genotype,sleep_fraction_day,sleep_fraction_night,latency_to_longest_bout_night,mean_bout_length_night,n_bouts_night,morning_anticipation,velocity_if_awake,total_distance
2020-03-12_16-12-18_107bbd|08,Omi KO,0.311036789297659,0.323582766439909,246.75,9.14096503831418,25.5,20.2803078820728,5.63565673265414,58.3273677485996
2020-03-12_16-12-18_107bbd|09,Omi KO,0.254237288135593,0.370861678004535,618.875,9.48803879310345,28,7.01143961250871,5.05313839423276,56.3273774591296
2020-03-12_16-12-18_107bbd|12,Rab39het_iPlahet,0.076763018783039,0.152369694922886,541.416666666667,8.03570574162679,13.25,12.0809196258277,5.27281235639803,118.923340734618
2020-03-12_16-12-18_107bbd|13,Rab39het_iPlahet,0.0794172665948642,0.16797052154195,385,7.63763528138528,15.75,44.3172475123913,4.89437037130623,61.785773190984
2020-03-12_16-12-18_107bbd|14,Rab39het_iPlahet,0.123462388753472,0.132539682539683,560.791666666667,7.58457341269841,12.5,46.3735511524495,6.8719259358433,76.299779547876
2020-03-12_16-12-18_107bbd|15,Rab39het_iPlahet,0.145456606768324,0.168140589569161,298.375,9.80698529411765,11.5,32.1859124977803,4.75915414541725,60.890288376195
2020-03-12_16-12-18_107bbd|16,Rab39het_iPlahet,0.190295334731591,0.315589569160998,203.625,10.6319139194139,21.5,38.250009322661,4.25911222899576,50.9684771128676
2020-03-12_16-12-18_107bbd|17,Rab39het_iPlahet,0.483929482455643,0.529138321995465,253,11.8608660130719,32.25,62.93103605774,6.35489368420856,57.4599610365246
2020-03-12_16-12-18_107bbd|18,Rab39het_iPlahet,0.303667592540105,0.32250566893424,287.416666666667,9.72529047976012,24.5,31.3054285897176,4.36960381173733,49.262547029845
2020-03-12_16-12-18_107bbd|20,Rab39het_iPlahet,0.157856259138455,0.175391196667792,421,7.88930967123692,16,18.1604374581734,4.37877984282608,103.996329529551
2020-03-12_16-12-24_108bbd|01,Omi KO,0.547435825422682,0.611729019211325,450.791666666667,8.46532244964263,51,-1.60459330178935,1.1578874579681,72.1867321669372
2020-03-12_16-12-24_108bbd|03,Omi KO,0.121648432628536,0.324603174603175,361.166666666667,8.87777433140336,26.5,18.5993196425181,10.2295791958079,86.834692761956
2020-03-12_16-12-24_108bbd|04,Omi KO,0.131228388413355,0.367517006802721,462.208333333333,10.1475520833333,25.75,27.8160306351586,6.24960464953692,70.4215155466784
2020-03-12_16-12-24_108bbd|05,Omi KO,0.13275891389377,0.152721088435374,215.25,7.95104895104895,12.5,-11.7267495882749,4.94837658340255,62.1034304760906
2020-03-12_16-12-24_108bbd|12,GDH_+,0.165693554787144,0.35640589569161,356.833333333333,9.4941411238825,26.25,5.8092991346274,5.27128380480407,64.6909060996289
2020-03-12_16-12-24_108bbd|14,GDH_+,0.1981126776386,0.272328951803168,365.708333333333,10.018998015873,18.25,43.9235446440898,7.86073762051251,170.099825009012
2020-03-12_16-12-24_108bbd|15,GDH_+,0.0455756476390227,0.121768707482993,176.625,9.13045634920635,9.75,16.434417437118,4.77352446046564,61.2458316982753
2020-03-12_16-12-24_108bbd|18,GDH_+,0.0796440111104813,0.21984126984127,430.041666666667,9.19935515873016,17,33.9156083945682,6.07266611569164,75.9653259316063
2020-03-12_16-12-24_108bbd|19,GDH_+,0.0549855450371294,0.233843537414966,577.916666666667,8.77084468046478,19.5,27.119208208488,5.4165394465981,70.5293764365904
2020-03-12_16-12-34_110bbd|01,CHCHD2 KO,0.271866674224817,0.509297052154195,248.833333333333,11.9740604575163,31.25,30.1873901894784,6.28936563592853,71.5259633708267
2020-03-12_16-12-34_110bbd|02,CHCHD2 KO,0.49600362791225,0.777040816326531,176.041666666667,13.0943502531031,43,24.6330075023384,6.75234119197067,56.7706853464128
2020-03-12_16-12-34_110bbd|03,CHCHD2 KO,0.342894393741851,0.480498866213152,289.958333333333,10.5172762115599,33.25,38.0260131247798,5.33590713764608,59.5491668234637
2020-03-12_16-12-34_110bbd|04,CHCHD2 KO,0.238818661073635,0.467290249433107,150.666666666667,11.0852380644047,30.5,18.8243822616096,5.28158900020358,61.656281504387
2020-03-12_16-12-34_110bbd|05,CHCHD2 KO,0.216881129187688,0.415646258503401,318.125,10.6104417187751,28.25,17.8770084385057,7.63844791531713,87.552213541904
2020-03-12_16-12-34_110bbd|06,CHCHD2 KO,0.0787370330480132,0.0895226216124277,338.083333333333,8.7046130952381,7.5,20.4783917517172,5.73005134089016,80.6256202806306
2020-03-12_16-12-34_110bbd|07,CHCHD2 KO,0.100844623320673,0.243764172335601,324.458333333333,9.26003170289855,18.5,-0.736192459745158,4.04995281713612,61.5789242475538
2020-03-12_16-12-34_110bbd|08,CHCHD2 KO,0.328439430871266,0.446031746031746,449.291666666667,11.3984291187739,27.75,16.6519876239855,7.66340950225659,84.9152965896068
2020-03-12_16-12-34_110bbd|09,CHCHD2 KO,0.451051527691174,0.759070294784581,279.375,13.8597013984209,40.25,34.6014439804192,6.92398859067599,60.1472267888644
2020-03-12_16-12-34_110bbd|10,CHCHD2 KO,0.258262003287796,0.348072562358277,509.375,10.0466155810983,25,33.0565916222658,9.19978147143449,106.139669737768
2020-03-12_16-12-34_110bbd|11,GDH_+,0.381384275267842,0.612131519274376,234.083333333333,14.6337793726907,31,61.2507496575635,7.50863371835149,74.4997114380735
2020-03-12_16-12-34_110bbd|12,GDH_+,0.405305821665439,0.6281179138322,196.333333333333,16.3383995372376,28.75,29.8044060378158,8.51608442519115,93.8377226057502
2020-03-12_16-12-34_110bbd|13,GDH_+,0.509664984978176,0.697392290249433,243.083333333333,14.3704067061515,35.25,47.6069790218246,7.5880461057765,73.1049509955675
2020-03-12_16-12-34_110bbd|14,GDH_+,0.494926591463069,0.712698412698413,233.666666666667,18.5145707786837,29.75,47.2745176465614,8.54151363342331,76.7562482255728
2020-03-12_16-12-34_110bbd|15,GDH_+,0.257581769740944,0.437641723356009,422.916666666667,9.94427083333333,31.75,32.4400348355848,6.88067547865431,71.901866627886
2020-03-12_16-12-34_110bbd|16,GDH_+,0.190918882149538,0.202777777777778,491.541666666667,8.69565972222222,16.75,26.8934290648558,7.53175846310529,84.2898001348763
2020-03-12_16-12-34_110bbd|17,GDH_+,0.359374114178808,0.565710398004309,488.666666666667,12.1783236361361,33.75,50.6339860496069,6.79986755560864,74.8936678217287
2020-03-12_16-12-34_110bbd|18,GDH_+,0.533673469387755,0.709467120181406,381.583333333333,17.11539408867,30.25,62.1377372093148,8.86149354343509,76.6512713622462
2020-03-12_16-12-34_110bbd|19,GDH_+,0.481208548268239,0.624263038548753,295.833333333333,15.2027563316993,30.25,52.4835263683851,6.50380971256648,69.8644080737167
2020-03-12_16-12-34_110bbd|20,GDH_+,0.461311717022845,0.597845804988662,135.458333333333,14.5591346153846,30.75,35.0490324725193,6.43315902513621,65.6991893169059
2020-03-12_16-13-58_114bbd|02,hCHCHD2 R145Q,0.146023468057366,0.25187074829932,480.166666666667,9.58107268548445,19.75,14.5783112736528,5.96960999388846,83.5578921904121
2020-03-12_16-13-58_114bbd|04,hCHCHD2 R145Q,0.295788220622414,0.484410430839002,324.416666666667,10.5677957271407,33.75,23.0010976355193,5.50527600673525,63.3960217354934
2020-03-12_16-13-58_114bbd|05,hCHCHD2 R145Q,0.230429113995805,0.301814058956916,214.541666666667,9.42413101604278,22.5,19.3836692528291,5.33886951859233,64.5103964865247
2020-03-12_16-13-58_114bbd|06,hCHCHD2 R145Q,0.148356009070295,0.193537414965986,219.25,10.0038283475783,14.25,26.7725725723042,5.54226923422431,65.4590669097212
2020-03-12_16-13-58_114bbd|07,hCHCHD2 R145Q,0.0987472365512159,0.14546485260771,323.541666666667,8.6024172008547,11.5,25.87157449883,5.1907887656016,70.3972943573589
2020-03-12_16-13-58_114bbd|09,hCHCHD2 R145Q,0.0944957768833966,0.251927437641723,333.708333333333,9.11596560846561,19.25,22.0097208014588,5.01248354470607,63.4448449071437
2020-03-12_16-13-58_114bbd|10,hCHCHD2 R145Q,0.154016212232867,0.098469387755102,273.458333333333,7.409375,8.25,17.2085742923217,4.14734469151771,59.0802941628346
2020-03-12_16-13-58_114bbd|11,VAC14_+,0.138181405638437,0.165022675736961,448.833333333333,10.3438988095238,10.5,22.5334233307184,6.98486318971429,94.0187000235153
2020-03-12_16-13-58_114bbd|12,VAC14_+,0.224956063268893,0.482256235827664,249.041666666667,11.2304506604507,30.5,18.9961387882011,7.46816507058313,77.1768650415268
2020-03-12_16-13-58_114bbd|13,VAC14_+,0.184173232809931,0.328684807256236,155.791666666667,10.334600882395,22.75,22.7594189252422,5.01059981740529,64.8103240184781
2020-03-12_16-13-58_114bbd|14,VAC14_+,0.227311376906071,0.2968820861678,280.083333333333,10.3222151594768,21,21.8881154572727,5.15755932850807,63.6888598830792
2020-03-12_16-13-58_114bbd|15,VAC14_+,0.178322273268675,0.339867791201277,457.875,12.0703410549627,21,28.0992383747273,6.74082715725644,79.9149179519407
2020-03-12_16-13-58_114bbd|16,VAC14_+,0.100674564933961,0.182879818594104,367.666666666667,10.0420454545455,13.75,38.0729606747945,6.80853707626533,94.2342574567154
2020-03-12_16-13-58_114bbd|17,VAC14_+,0.106835184765359,0.235204081632653,281.416666666667,8.82020202020202,19,12.8236551396611,6.50990099293291,72.1877616070208
2020-03-12_16-13-58_114bbd|18,VAC14_+,0.0837678530945364,0.147789115646259,192.041666666667,8.10407913165266,13.25,38.6637913885356,6.86668993254353,90.6154913635621
2020-03-12_16-13-58_114bbd|20,VAC14_+,0.0645545227839492,0.151530612244898,247.25,8.31303475935829,12.25,38.4214522456161,4.50948625864935,64.4047033763565
2020-03-12_16-14-02_113bbd|01,hCHCHD2 R145Q,0.199251743098464,0.182936507936508,390.416666666667,8.54223558519224,16,55.1458886153821,6.91929620501482,74.2588348462793
2020-03-12_16-14-02_113bbd|02,hCHCHD2 R145Q,0.316553287981859,0.346031746031746,423.791666666667,9.07829685746352,28,43.4372947909018,6.52206922305882,64.4619454662357
2020-03-12_16-14-02_113bbd|03,hCHCHD2 R145Q,0.232256235827664,0.404478458049887,400.916666666667,11.9178325320513,25.75,44.0552751863538,6.19981639060378,69.3319652293123
2020-03-12_16-14-02_113bbd|04,hCHCHD2 R145Q,0.258262003287796,0.407369614512472,409.958333333333,10.8108465608466,27.5,32.6212643894247,8.95629439564183,91.7001141305495
2020-03-12_16-14-02_113bbd|05,hCHCHD2 R145Q,0.214216881129188,0.106802721088435,439.458333333333,8.98477564102564,8.5,13.9428500863087,4.49451086183924,58.0838338965078
2020-03-12_16-14-02_113bbd|06,hCHCHD2 R145Q,0.23195963947622,0.386791383219955,429.958333333333,9.17477760018083,30.25,28.658627954646,6.64959826707783,69.7846460984768
2020-03-12_16-14-02_113bbd|07,hCHCHD2 R145Q,0.247718383311604,0.391156462585034,228.666666666667,10.8337324393359,26.5,53.888512377297,6.54687734881083,69.0076391275985
2020-03-12_16-14-02_113bbd|08,hCHCHD2 R145Q,0.244557823129252,0.35124716553288,395.041666666667,9.21694486702727,28,31.6988270844414,6.98976520987709,63.2011678261845
2020-03-12_16-14-02_113bbd|09,hCHCHD2 R145Q,0.177087466696899,0.234637188208617,392.083333333333,8.18941801693518,20.5,1.6552568373907,6.40545283081373,68.9042001331848
2020-03-12_16-14-02_113bbd|11,VAC14_+,0.170228445099484,0.480895691609977,254.916666666667,10.9702851419272,31.5,32.3055132107412,7.29939357202925,76.2232179330797
2020-03-12_16-14-02_113bbd|12,VAC14_+,0.435916331273737,0.656009070294785,272.458333333333,15.6973052942055,30.25,2.32631314193985,7.53998178147731,68.8843088885931
2020-03-12_16-14-02_113bbd|13,VAC14_+,0.340230145683351,0.559297052154195,302.666666666667,12.8315556011677,32.25,49.571130242755,6.50882049218192,63.2409349965788
2020-03-12_16-14-02_113bbd|14,VAC14_+,0.282807097103339,0.508673469387755,352.083333333333,10.5723797158814,36,42.2352795139903,6.44261379738385,65.4737380140187
2020-03-12_16-14-02_113bbd|15,VAC14_+,0.475539935377813,0.693253968253968,386.708333333333,16.3790490490491,32,43.4113705139024,5.78861688315324,56.8229703964523
2020-03-12_16-14-02_113bbd|16,VAC14_+,0.246301230088997,0.338321995464853,398.791666666667,8.20955715848189,30.25,45.2964434046315,6.6081183927147,65.2529583599457
2020-03-12_16-14-02_113bbd|17,VAC14_+,0.359276684995182,0.480952380952381,345.833333333333,10.6076807806972,33,7.83859385288193,7.41818676966358,75.6582148710116
2020-03-12_16-14-02_113bbd|18,VAC14_+,0.191893424036281,0.452947845804989,360.916666666667,11.4036980021894,29.25,-25.4603713971998,5.14490453036423,62.0924037017239
2020-03-12_16-14-02_113bbd|19,VAC14_+,0.369536874326852,0.620804988662132,344.083333333333,13.6421346430675,33.5,4.42902149021998,5.48990251780535,57.2165229326735
2020-03-12_16-14-02_113bbd|20,VAC14_+,0.170738620259622,0.244784580498866,285.75,10.5860944976077,17.5,44.7001717195345,6.54813580811853,72.5461331351607
2020-03-12_16-14-05_111bbd|01,CHCHD2 KO,0.325661810554957,0.602210884353742,389.625,13.9406742859958,31.25,42.1303840599806,6.38133258879823,60.7948682019797
2020-03-12_16-14-05_111bbd|02,CHCHD2 KO,0.187007539255144,0.282823129251701,562.666666666667,8.40072336638698,23.5,27.0938944216275,7.39370250349816,82.970424900349
2020-03-12_16-14-05_111bbd|03,CHCHD2 KO,0.277025111955105,0.492743764172336,360.166666666667,11.8013376856119,30.5,28.3932816203121,7.80763706571684,70.8410938181283
2020-03-12_16-14-05_111bbd|04,CHCHD2 KO,0.045578231292517,0.198299319727891,378.541666666667,9.72395833333333,14.75,27.2197495232971,6.27422998303112,77.5640479934634
2020-03-12_16-14-05_111bbd|05,CHCHD2 KO,0.0783402301456834,0.0981292517006803,280.833333333333,8.41273148148148,8,21.6556808111253,6.42957636599564,74.5233923115579
2020-03-12_16-14-05_111bbd|09,CHCHD2 KO,0.0841789014228218,0.231689342403628,242.666666666667,9.17876055104316,17.75,-1.53026367954253,5.23394018026338,76.3731194272443
2020-03-12_16-14-05_111bbd|11,hCHCHD2 wt,0.227651493679497,0.521541950113379,334.833333333333,11.1039288248194,34,48.0277319656479,7.52911952919096,74.0069460780265
2020-03-12_16-14-05_111bbd|12,hCHCHD2 wt,0.160308372541239,0.36343537414966,549.958333333333,9.3779651675485,28.5,66.412169554771,7.79078883115878,92.0366372345039
2020-03-12_16-14-05_111bbd|13,hCHCHD2 wt,0.289666118700754,0.389909297052154,292.416666666667,10.0292737835875,28.25,54.2207517026465,6.38035853873526,65.5731844604925
2020-03-12_16-14-05_111bbd|14,hCHCHD2 wt,0.212799727906581,0.282709750566893,502.875,8.70707610290944,22.5,23.6380482276829,5.39134130312539,61.2654764499845
2020-03-12_16-14-05_111bbd|16,hCHCHD2 wt,0.0612210192165977,0.0877551020408163,323.291666666667,7.48348214285714,8.75,26.7351405764856,4.41755813037358,62.1363792506989
2020-03-12_16-14-05_111bbd|17,hCHCHD2 wt,0.0898475143132476,0.182993197278912,446.416666666667,9.18598646723647,14.25,24.2832560977911,4.47007826800083,59.1332478182669
2020-03-12_16-14-05_111bbd|18,hCHCHD2 wt,0.168981350263591,0.181632653061225,325.041666666667,8.68810096153846,15.25,27.6269104512995,5.86743723119812,73.215313824627
2020-03-12_16-14-05_111bbd|19,hCHCHD2 wt,0.0822515730400771,0.246031746031746,248.541666666667,9.96965303215303,17.5,31.7032654981862,6.54122946091392,78.0146631624886
2020-03-12_16-14-10_112bbd|01,hCHCHD2 wt,0.353551385975852,0.584478255932781,240.75,13.179273184708,33,26.3578046784424,4.59127535018308,53.3236967719929
2020-03-12_16-14-10_112bbd|02,hCHCHD2 wt,0.456209965421461,0.630612244897959,114.125,15.9410735735736,29.25,18.5723663878772,8.20616936843454,73.3543519302541
2020-03-12_16-14-10_112bbd|03,hCHCHD2 wt,0.410294201009013,0.598356009070295,384.958333333333,13.1356624319419,33.5,44.775487234391,5.23404159467677,53.8539647080949
2020-03-12_16-14-10_112bbd|04,hCHCHD2 wt,0.472819001190409,0.549263038548753,221.583333333333,11.7478039321789,33.75,47.432379642513,8.6656039514296,74.4454610660059
2020-03-12_16-14-10_112bbd|05,hCHCHD2 wt,0.42503259452412,0.639569160997732,293.416666666667,14.7002668308703,31.75,48.7340832325864,7.56819746063175,70.1305520428553
2020-03-12_16-14-10_112bbd|07,hCHCHD2 wt,0.343947593278268,0.634546416602975,362.791666666667,12.9788090822839,35,45.4812971242595,6.36430736336526,64.0021072774392
2020-03-12_16-14-10_112bbd|08,hCHCHD2 wt,0.406949719403662,0.599489795918367,253.333333333333,14.9465437277937,30,34.9904862509439,8.66182859248713,81.1919535166735
