id,genotype,sleep_fraction_day,sleep_fraction_night,latency_to_longest_bout_night,mean_bout_length_night,n_bouts_night,morning_anticipation,velocity_if_awake,total_distance
2020-03-27_11-38-40_104bbd|16,Nus1_+,0.180035145399921,0.561904761904762,342.625,13.2088236758264,31,51.651754322043,5.5659997407299,76.2473025893362
2020-03-27_11-38-40_104bbd|17,Nus1_+,0.201349129867921,0.55249433106576,378.083333333333,16.0435554029304,25.25,23.750562053011,5.45929658696435,78.9747169926506
2020-03-27_11-38-40_104bbd|18,Nus1_+,0.210588968879315,0.563321995464853,393.583333333333,17.6058974843718,24.25,33.1318151112588,6.67946896461447,93.0556983217009
2020-03-27_11-38-40_104bbd|19,Nus1_+,0.194255083610091,0.562159400544959,440.083333333333,10.9756750569251,37.75,53.5161197930176,6.72603196111587,86.0360020330983
2020-03-27_11-38-40_104bbd|20,Nus1_+,0.111218184910152,0.498412698412698,283.666666666667,10.316362573522,35.5,56.8239388731556,5.84525381626913,75.3221495940381
2020-03-27_11-39-01_101bbd|01,w1118,0.548665041664305,0.701643990929705,258.291666666667,21.967803030303,23,69.5229380402888,7.66067109733821,86.7911527279421
2020-03-27_11-39-01_101bbd|02,w1118,0.420441018082875,0.572845804988662,143.416666666667,14.2680944600062,29.75,47.4388772729462,8.61273420931272,99.8204274698935
2020-03-27_11-39-01_101bbd|03,w1118,0.483192562779888,0.604024943310658,451.666666666667,15.1903443805058,29.75,60.1663701229731,6.69348386854257,76.6877431090578
2020-03-27_11-39-01_101bbd|04,w1118,0.537497874270166,0.756519274376417,229.791666666667,22.3612273786473,25.75,59.5222452160103,6.45327572215134,68.1608282627373
2020-03-27_11-39-01_101bbd|05,w1118,0.289992484245823,0.338301478753872,289.916666666667,11.7400412087912,21,46.1639133598486,5.84841546067667,77.0773922725861
2020-03-27_11-39-01_101bbd|06,w1118,0.296298395782552,0.445011337868481,328.333333333333,10.9511399840701,29.75,66.4351103551695,5.78657611462014,69.4638869482893
2020-03-27_11-39-01_101bbd|07,w1118,0.514086503032708,0.618367346938776,298.041666666667,17.8298141720456,26.5,53.2378691365448,6.92909575776341,84.2517483791541
2020-03-27_11-39-01_101bbd|08,w1118,0.457287001870642,0.703061224489796,150,17.2932809252733,29.5,49.4001998525947,7.50803986037317,73.6499880413221
2020-03-27_11-39-01_101bbd|09,w1118,0.403718610056119,0.597845804988662,377.25,13.5638663227388,32,34.8067831694772,6.1204298946203,73.9370479099601
2020-03-27_11-39-01_101bbd|10,w1118,0.328552803129074,0.550680272108844,436.125,14.5340698925998,29,46.0562045134533,6.84857358407623,85.2678448078841
2020-03-27_11-39-01_101bbd|11,w1118 w+,0.437390170625248,0.764852607709751,188.041666666667,15.5764230854194,36.75,51.4698517986021,6.0522453471503,58.4613699449584
2020-03-27_11-39-01_101bbd|12,w1118 w+,0.370557224647129,0.594784580498866,494.5,15.1636573196918,29,63.6182780436558,6.43832865595333,78.852549688224
2020-03-27_11-39-01_101bbd|13,w1118 w+,0.269825973584264,0.308560090702948,187.083333333333,9.61159264210735,22.5,49.7322843396366,4.19369632301277,58.5014351128761
2020-03-27_11-39-01_101bbd|14,w1118 w+,0.423728813559322,0.75969387755102,285.458333333333,23.3693969798318,24,50.4700101335079,6.66135704787054,70.1427010137128
2020-03-27_11-39-01_101bbd|15,w1118 w+,0.415282580352588,0.470408163265306,399,9.95729166666667,33,19.4616424622899,5.83580088879996,58.8077153507125
2020-03-27_11-39-01_101bbd|16,w1118 w+,0.324414715719064,0.583560090702948,239.75,12.2461467390372,35,60.9811200416868,5.36302778008218,65.9442381528445
2020-03-27_11-39-01_101bbd|17,w1118 w+,0.394875573947055,0.553684807256236,274.958333333333,13.6042626728111,29.75,50.9005644305891,6.79429658128369,78.8867400177793
2020-03-27_11-39-01_101bbd|18,w1118 w+,0.367042684655065,0.607142857142857,369.125,14.0444636963454,32,47.0420143144127,6.53382076555064,78.6560925956846
2020-03-27_11-39-01_101bbd|19,w1118 w+,0.423332010656992,0.692460317460317,278.333333333333,19.6099611708483,26.5,69.1082430443429,6.46906778978343,74.4558265770128
2020-03-27_11-39-01_101bbd|20,w1118 w+,0.209568618559039,0.6,288.333333333333,19.1482226107226,23.5,43.9225566131406,5.29263706195956,77.9738307074069
2020-03-27_11-40-07_121bbd|01,VAC14_+,0.337849328269372,0.588265306122449,229.458333333333,11.3241882327248,37.75,48.018274575026,6.96187132775158,64.7842980325737
2020-03-27_11-40-07_121bbd|02,VAC14_+,0.319086219602063,0.613151927437642,114.708333333333,12.4659371166724,35.75,44.2968233279091,5.90135681660055,54.8006104084077
2020-03-27_11-40-07_121bbd|03,VAC14_+,0.400657559095289,0.586678004535147,372.5,16.0717628144802,27.25,12.8618027457755,7.7599604112184,70.1522792730479
2020-03-27_11-40-07_121bbd|04,VAC14_+,0.321863839918372,0.520521541950113,167.083333333333,13.5088410991637,28.5,19.8049260074544,6.94909208966655,78.7299814260608
2020-03-27_11-40-07_121bbd|05,VAC14_+,0.355025225327362,0.586054421768708,63.375,14.519386744081,29.75,39.0222290025827,6.83037715143253,64.7206505115172
2020-03-27_11-40-07_121bbd|06,VAC14_+,0.423048580012471,0.565022675736961,135.583333333333,15.5250400593354,26.75,41.7892320504774,7.86758255287726,75.2906862436585
2020-03-27_11-40-07_121bbd|07,VAC14_+,0.29148007482569,0.49234693877551,217.375,16.1224797160243,22.75,34.2371645114173,5.84915419706607,67.6174838269579
2020-03-27_11-40-07_121bbd|08,VAC14_+,0.374638625928235,0.447278911564626,359.25,14.540284619595,23.25,26.0453635803851,5.82398750529933,68.221743865481
2020-03-27_11-40-07_121bbd|09,VAC14_+,0.348676378890086,0.671201814058957,280.625,15.964189999069,30.5,26.9229018142141,5.04362306268855,55.8184275575323
2020-03-27_11-40-07_121bbd|10,VAC14_+,0.312227198004648,0.530555555555556,66.75,14.7600559163059,27,16.7255670297121,5.26757977920088,62.2116997350803
2020-04-03_10-22-47_101bbd|01,w1118,0.52502692591123,0.595351473922903,343.833333333333,29.323480963481,16,43.1951261542527,7.7952704221349,87.6672063303791
2020-04-03_10-22-47_101bbd|02,w1118,0.64514483305935,0.697448979591837,157.333333333333,24.1546600877193,21,35.639494860718,9.10837205402445,80.7521170581885
2020-04-03_10-22-47_101bbd|03,w1118,0.617811821195839,0.552457520811951,225.291666666667,15.5390846954004,26,56.9420064104484,7.69034511178826,80.0294174788708
2020-04-03_10-22-47_101bbd|04,w1118,0.422084915821099,0.491213151927438,325.083333333333,13.7589969896004,25.5,48.9142822605687,6.64129674467035,78.5463405514871
2020-04-03_10-22-47_101bbd|05,w1118,0.343234510515277,0.423469387755102,290.416666666667,11.901872605364,25.5,49.2983265985819,6.74870129193893,78.628529385767
2020-04-03_10-22-47_101bbd|06,w1118,0.233773595601156,0.324263038548753,341.916666666667,9.55923174986581,24.75,49.3710326488534,7.00787020786322,88.0351186826333
2020-04-03_10-22-47_101bbd|07,w1118,0.335072299404593,0.461869932528208,300.458333333333,16.0129455308231,20.75,17.5675265509289,6.94508600393118,97.4853871564545
2020-04-03_10-22-47_101bbd|08,w1118,0.476843716342611,0.512301587301587,441.958333333333,16.8889384920635,22.25,45.2265846264142,7.30561118873467,90.4678638863529
2020-04-03_10-22-47_101bbd|09,w1118,0.543449917805113,0.548299319727891,249.166666666667,17.19170995671,23.75,65.8060501365877,8.18940335965257,87.8769290947287
2020-04-03_10-22-47_101bbd|10,w1118,0.45020123575761,0.539172335600907,404.708333333333,14.7101573191593,27.5,39.6690489787671,5.40949939311696,63.429473959485
2020-04-03_10-22-47_101bbd|11,w1118 w+,0.354798480811745,0.664965986394558,275.541666666667,17.2763391079251,28.25,45.2461432225538,6.88982605367285,77.6449478164821
2020-04-03_10-22-47_101bbd|12,w1118 w+,0.447707046085823,0.658786848072562,196.708333333333,19.7928478157645,24.5,56.1109771807766,6.64958936891749,78.9583521177155
2020-04-03_10-22-47_101bbd|13,w1118 w+,0.375829034635225,0.656179138321996,280.791666666667,16.870713831786,28.25,49.6552780553588,8.92872471222028,93.4373958552748
2020-04-03_10-22-47_101bbd|14,w1118 w+,0.343064452128564,0.596145124716553,406.375,13.5915597448811,32,48.2630707752207,5.66138575171558,66.8741960924739
2020-04-03_10-22-47_101bbd|15,w1118 w+,0.315061504449861,0.494444444444445,390.916666666667,12.9214857606162,28,51.7111154576189,5.80248894667143,71.4829757860333
2020-04-03_10-22-47_101bbd|16,w1118 w+,0.380760727849895,0.720691609977324,297.125,21.0897946859903,24.75,68.6372614048281,6.54394041367029,70.6842062540468
2020-04-03_10-22-47_101bbd|17,w1118 w+,0.281049827107307,0.47312925170068,109.416666666667,14.2772553247668,24.5,36.8270525197971,4.42953095933434,67.1945099664209
2020-04-03_10-22-47_101bbd|18,w1118 w+,0.413525310356556,0.508560090702948,209.375,15.1244082125604,24.75,54.923753470347,5.9204682444872,72.6549858440634
2020-04-03_10-22-47_101bbd|19,w1118 w+,0.260756192959583,0.409410430839002,356.708333333333,11.4596116249342,26.25,40.9381722470988,8.2341322689072,98.9027276753422
2020-04-03_10-22-47_101bbd|20,w1118 w+,0.365285414659033,0.621201814058957,166.791666666667,14.9365214398112,31.75,46.3954491348904,6.22817344200476,74.6416764404256
2020-04-03_10-22-59_102bbd|01,w1118,0.323451051527691,0.479988662131519,482.125,14.4076203084355,24.25,19.8241007565029,8.50354685136295,101.0680389846
2020-04-03_10-22-59_102bbd|02,w1118,0.583867127713848,0.66734693877551,300.625,26.6336729019843,19.75,53.8132051028477,9.35182121321043,93.0577543638594
2020-04-03_10-22-59_102bbd|03,w1118,0.422559404523332,0.638800182481752,356.833333333333,17.1615162256326,26.75,67.8372546999644,5.54891600427435,61.1183541767791
2020-04-03_10-22-59_102bbd|04,w1118,0.391304347826087,0.475566893424036,325.791666666667,12.9692845338694,26.5,67.6314821658619,7.6303128588668,92.7741917015015
2020-04-03_10-22-59_102bbd|05,w1118,0.363698203049714,0.45249433106576,408.375,15.7071832358674,21,11.303951811956,6.72971896691052,90.6188898930686
2020-04-03_10-22-59_102bbd|06,w1118,0.352417663397767,0.363095238095238,423.083333333333,9.22953916560238,28,50.6752338046271,6.42072924903535,74.3201231318497
2020-04-03_10-22-59_102bbd|07,w1118,0.289614653533783,0.540022805017104,164,15.9241755406616,28,62.7638328571582,7.23489403168984,81.2649585259622
2020-04-03_10-22-59_102bbd|08,w1118,0.471288475709994,0.562868480725624,323.666666666667,12.8818115069304,32.25,30.2506828518594,6.64303628660523,75.5217244495902
2020-04-03_10-22-59_102bbd|09,w1118,0.422878521625758,0.579421768707483,553.291666666667,19.5244708994709,22.75,7.91351792136651,6.87417456218052,87.0391142081487
2020-04-03_10-22-59_102bbd|10,w1118,0.274587608412222,0.47375283446712,588.583333333333,9.68488616268789,36,19.4224089635854,6.40018349212781,73.4041015480559
2020-04-03_10-22-59_102bbd|11,w1118 w+,0.398956975228162,0.685600907029479,216.666666666667,17.3355105194226,29,52.6806490646002,6.29606336499413,73.4866750721951
2020-04-03_10-22-59_102bbd|12,w1118 w+,0.342894393741851,0.603628117913832,298.541666666667,12.6300211501824,35,54.6390692443492,8.2815732614954,87.325440443182
2020-04-03_10-22-59_102bbd|13,w1118 w+,0.331273737316479,0.582993197278912,278.291666666667,12.4810609633403,34.75,53.3486567412351,4.88753996948025,60.2548760441402
2020-04-03_10-22-59_102bbd|14,w1118 w+,0.411087806813673,0.566326530612245,241.458333333333,13.9152698833733,30,48.918169525687,6.44869722773248,77.081405506282
2020-04-03_10-22-59_102bbd|15,w1118 w+,0.293804206110765,0.457312925170068,268.125,10.8632681817666,31.5,54.7948417565633,5.84627716432622,73.7694313176185
2020-04-03_10-22-59_102bbd|16,w1118 w+,0.303837650926818,0.321655328798186,415.958333333333,12.4270833333333,18,48.7845397853295,8.28422459081162,115.395782466984
2020-04-03_10-22-59_102bbd|17,w1118 w+,0.216654384672071,0.500340136054422,228.125,11.2524639423077,33.25,65.5019303251592,7.02388595373412,88.0299416669791
2020-04-03_10-22-59_102bbd|18,w1118 w+,0.554050223910209,0.731065759637188,249.416666666667,17.2266748366013,31.5,65.8570806300617,6.79097828628523,64.4001588476359
2020-04-03_10-22-59_102bbd|19,w1118 w+,0.433989002890993,0.644954648526077,337.833333333333,13.550462962963,34.25,7.56719468817537,4.86904701780673,59.0908217404338
2020-04-03_10-22-59_102bbd|20,w1118 w+,0.180772065075676,0.543764172335601,164.958333333333,14.3067850742448,27.75,22.3643414962564,4.61605771875642,63.9125608850247
2020-04-03_10-23-06_103bbd|01,w1118,0.456590909090909,0.662978723404255,240.166666666667,15.7306878306878,31.25,61.0193129883532,9.00024357692802,81.5556314325022
2020-04-03_10-23-06_103bbd|02,w1118,0.602516864123349,0.562358276643991,364.416666666667,17.9283799171843,22.75,45.7474640879463,8.23550552754614,83.7556863121653
2020-04-03_10-23-06_103bbd|03,w1118,0.574854033218072,0.635487528344671,418.75,14.3348109857978,32.75,18.1964349645766,8.06913594262006,67.6151987153398
2020-04-03_10-23-06_103bbd|04,w1118,0.348222889858852,0.420181405895692,411.541666666667,11.8744505494506,25,39.7434696253077,9.12535415239345,111.85636763132
2020-04-03_10-23-06_103bbd|05,w1118,0.390624114279236,0.515419501133787,256.458333333333,13.9343199233716,27.25,62.4727758207554,7.56408895085334,86.1859793670663
2020-04-03_10-23-06_103bbd|06,w1118,0.558698486480358,0.481575963718821,318.666666666667,22.318613888243,16.5,27.0143233546931,6.44127482814331,76.5279028591283
2020-04-03_10-23-06_103bbd|07,w1118,0.426166317102205,0.65453514739229,393.708333333333,18.4016754850088,25.5,22.2693486965094,8.14552916754554,77.5937605042125
2020-04-03_10-23-06_103bbd|08,w1118,0.473385862479451,0.518877551020408,318.416666666667,13.2374160561661,28.5,56.5019876685184,8.44339661985414,85.9991922595925
2020-04-03_10-23-06_103bbd|09,w1118,0.693894903917012,0.648185941043084,309.875,22.0840991367307,22,71.0375666246981,9.40334996183361,80.504390124532
2020-04-03_10-23-06_103bbd|11,w1118 w+,0.495550138881016,0.646938775510204,243.5,13.823608396741,36,68.6924557394674,8.03585745036542,69.8758245840981
2020-04-03_10-23-06_103bbd|12,w1118 w+,0.389377019443342,0.513888888888889,306.958333333333,11.2065736263065,33.75,61.332305064003,6.36696143583503,68.7939934500427
2020-04-03_10-23-06_103bbd|13,w1118 w+,0.317272263477127,0.487981859410431,432.416666666667,12.582215460897,28.75,57.8085375213853,7.39124083064599,84.4936630628113
2020-04-03_10-23-06_103bbd|14,w1118 w+,0.38495550138881,0.619501133786848,90.75,13.6613715277778,33,11.3765763926016,3.91285578669639,47.466247114538
2020-04-03_10-23-06_103bbd|15,w1118 w+,0.415962813899439,0.649943310657596,219,14.1375943432929,34,50.5043927577516,7.43775874860184,69.0057161316086
2020-04-03_10-23-06_103bbd|17,w1118 w+,0.519131568505187,0.716269841269841,314.75,21.6872244268078,24.5,25.6313952379597,8.50909620572845,72.2974383751175
2020-04-03_10-23-06_103bbd|18,w1118 w+,0.564423785499688,0.617403628117914,189.583333333333,13.244696969697,34,44.898422292055,6.9633975911963,62.3315176928589
2020-04-03_10-23-06_103bbd|19,w1118 w+,0.457910549288589,0.68781179138322,88.4166666666667,14.4032906569671,35.25,56.4228395975552,6.33793711780093,62.1246420089295
2020-04-03_10-23-10_104bbd|01,Omi Ko_rpl11,0.257724360791428,0.349092970521542,264.375,11.7956755050505,21.75,36.5977775402528,5.95072479966464,83.6038712988175
2020-04-03_10-23-10_104bbd|02,Omi Ko_rpl11,0.492205657275665,0.788151927437642,82.0833333333333,20.8601067029376,28.25,18.9597555018435,6.69154033067035,61.744648025387
2020-04-03_10-23-10_104bbd|03,Omi Ko_rpl11,0.654044555297319,0.777380952380952,149.666666666667,17.9370351588911,31.25,52.0933581281096,6.13387843326637,56.1303802439701
2020-04-03_10-23-10_104bbd|04,Omi Ko_rpl11,0.366759254010544,0.789229024943311,391.333333333333,17.5531681604878,33.75,30.8539437178,6.24713058934896,57.9968960899758
2020-04-03_10-23-10_104bbd|05,Omi Ko_rpl11,0.296525140298169,0.727947845804989,514.208333333333,16.8621403769841,31.25,22.8884524170362,5.46447378773939,58.5604939865081
2020-04-03_10-23-10_104bbd|07,Omi Ko_rpl11,0.19346975795023,0.554478458049887,169.75,13.3133305719513,30.5,39.8672634435738,5.81542384751121,66.4192409457459
2020-04-03_10-23-10_104bbd|08,Omi Ko_rpl11,0.514369933677229,0.670691609977324,259.541666666667,15.0413318147693,32.5,8.46999309972765,5.23166064646677,55.8556663445439
2020-04-03_10-23-10_104bbd|09,Omi Ko_rpl11,0.391190975568278,0.509297052154195,394.583333333333,10.3515408015408,36,58.7275382792143,4.8625465655433,60.3508255197428
2020-04-03_10-23-10_104bbd|10,Omi Ko_rpl11,0.127373731647866,0.583503401360544,312.291666666667,13.3833317884069,31.5,17.4683528321845,5.08474063325926,62.9744553202712
2020-04-03_10-23-10_104bbd|11,GDH_+,0.378720027209342,0.624206349206349,286.583333333333,17.2472613631888,26.5,67.7924222065356,6.52578980570539,76.1648964961018
2020-04-03_10-23-10_104bbd|12,GDH_+,0.432231732894961,0.608730158730159,413.208333333333,16.2981216931217,27.5,54.6613027547557,8.25912863308141,87.372598786682
2020-04-03_10-23-10_104bbd|13,GDH_+,0.383538348166204,0.606916099773243,493.541666666667,16.2740598290598,26.5,38.8911906674573,7.37311007855038,74.481727915701
2020-04-03_10-23-10_104bbd|14,GDH_+,0.554560399070348,0.685204081632653,316.083333333333,18.9655448717949,27,29.4132169828324,5.76844173781054,63.2821268111565
2020-04-03_10-23-10_104bbd|15,GDH_+,0.434442491922227,0.63781179138322,369.083333333333,15.5131441071052,30,55.0186128762448,7.04056309842843,73.7746963616146
2020-04-03_10-23-10_104bbd|16,GDH_+,0.40706309166147,0.627721088435374,191.166666666667,13.9117080790468,33,48.97402345991,7.32170022259972,70.7689901477285
2020-04-03_10-23-10_104bbd|17,GDH_+,0.220168924664135,0.531122448979592,465.083333333333,13.9732142857143,27.25,40.5979184071289,6.20386057989866,75.2034637028785
2020-04-03_10-23-10_104bbd|18,GDH_+,0.254010543619976,0.507482993197279,370.041666666667,11.9650991456557,31.25,28.5413787358655,6.70246113445935,75.1069999836964
2020-04-03_10-23-10_104bbd|19,GDH_+,0.482569015361941,0.727097505668934,289.541666666667,18.3092482363316,29.25,39.9785951766977,8.34827690886015,81.228203125307
2020-04-03_10-23-10_104bbd|20,GDH_+,0.222266311433592,0.508163265306123,281.458333333333,12.644801797819,30.75,38.5064166058093,6.14479232142135,79.1628623514074
2020-04-03_10-23-15_105bbd|01,Omi Ko_rpl11,0.538064735559209,0.820634920634921,393.541666666667,21.0288859087772,28.5,-3.95664757998116,8.2513674000222,62.9802917965804
2020-04-03_10-23-15_105bbd|02,Omi Ko_rpl11,0.359700391533791,0.668821228100017,432.375,15.3522664835165,31.75,1.2968189200738,6.1505007627952,64.7048702389473
2020-04-03_10-23-15_105bbd|03,Omi Ko_rpl11,0.400827617482002,0.654705215419501,264.208333333333,15.2988776569057,31.25,31.831120678602,5.6849608913423,63.5731519798295
2020-04-03_10-23-15_105bbd|04,Omi Ko_rpl11,0.526160648489315,0.625113378684807,304.625,20.1671101774043,23.75,32.0830443103606,6.6224316419822,67.3068993389668
2020-04-03_10-23-15_105bbd|05,Omi Ko_rpl11,0.468188302425107,0.748809523809524,129.833333333333,16.313330170778,33.25,15.5983070377146,4.84748102010517,52.444222568521
2020-04-03_10-23-15_105bbd|06,Omi Ko_rpl11,0.436993367722918,0.779761904761905,136.75,13.4993617493618,41.75,12.9754179315192,7.08288409631777,60.9090642444065
2020-04-03_10-23-15_105bbd|07,Omi Ko_rpl11,0.28082308259169,0.577437641723356,401.958333333333,14.8854466501241,28.25,17.0456900651231,5.48952941271525,66.1928708135728
2020-04-03_10-23-15_105bbd|08,Omi Ko_rpl11,0.44447593673828,0.714795918367347,310.125,16.891706057423,31,31.9610376992164,6.96844677271957,66.9795983651218
2020-04-03_10-23-15_105bbd|09,Omi Ko_rpl11,0.425202652910833,0.742460317460318,393.791666666667,14.605966696083,37.25,49.1416649500894,6.55090458915002,60.6706893812227
2020-04-03_10-23-15_105bbd|10,Omi Ko_rpl11,0.21824159628139,0.592573696145125,246.541666666667,10.4377219180355,41.5,-0.407648587994802,5.04579033506173,57.2182139012706
2020-04-03_10-23-15_105bbd|11,GDH_+,0.334788277308543,0.357369614512472,131.541666666667,11.2925879474793,23.5,17.9697358538832,5.70651186454943,83.1580447266385
2020-04-03_10-23-15_105bbd|12,GDH_+,0.403038376509268,0.531519274376417,360.875,14.9450528252612,25.25,20.1980025333698,9.65314347694491,102.294228658508
2020-04-03_10-23-15_105bbd|13,GDH_+,0.415679383254918,0.573866213151927,250.416666666667,13.7797257394379,30.25,47.5996356747208,7.22035685833134,80.3247805350496
2020-04-03_10-23-15_105bbd|14,GDH_+,0.49214897114676,0.62233560090703,124.291666666667,16.0275886101155,28.25,55.9440200420376,5.98885167990766,62.8714904844351
2020-04-03_10-23-15_105bbd|15,GDH_+,0.28921262966952,0.551473922902494,456.375,11.1754239782217,36,36.3743572523229,6.33915322004038,73.8261346513608
2020-04-03_10-23-15_105bbd|16,GDH_+,0.368346465619863,0.629421768707483,172.25,15.2140727685305,30,52.42939598181,7.38190234985786,75.7094997977318
2020-04-03_10-23-15_105bbd|17,GDH_+,0.271753301967009,0.470748299319728,237.916666666667,10.7912192495526,31.75,11.9630105905292,8.01102293782046,89.817615523212
2020-04-03_10-23-15_105bbd|18,GDH_+,0.449278655003976,0.603822812092337,408.166666666667,14.2037263608485,31.75,16.4436565442358,7.63011840364959,79.8514628928987
2020-04-03_10-23-15_105bbd|19,GDH_+,0.530071991383708,0.565136054421769,200.166666666667,14.8677762803875,27.5,41.9288724166197,7.16321460269755,77.5883735333235
2020-04-03_10-23-15_105bbd|20,GDH_+,0.41970409840712,0.677947845804989,319.291666666667,12.2878790811718,40.5,43.684689322872,7.23867525495279,64.5017694587961
2020-04-03_10-23-18_106bbd|01,Omi Ko_rpl11,0.213876764355762,0.564852607709751,265.916666666667,10.1704460349407,39.75,16.5755686195702,5.42530250737561,62.7540698972076
2020-04-03_10-23-18_106bbd|02,Omi Ko_rpl11,0.511478941103112,0.848866213151928,274.583333333333,24.5975378787879,25.75,5.22976432920148,6.43748376136911,59.3214188130785
2020-04-03_10-23-18_106bbd|03,Omi Ko_rpl11,0.512952780454623,0.745351473922903,92.0416666666667,21.197756656426,26,26.2000711916326,6.93422717882069,72.0063161991495
2020-04-03_10-23-18_106bbd|04,Omi Ko_rpl11,0.315798424125616,0.666156462585034,265.416666666667,16.0453012265512,30.5,22.0676817390842,4.04040643812348,55.0568752573586
2020-04-03_10-23-18_106bbd|05,Omi Ko_rpl11,0.358766509835043,0.606519274376417,194.958333333333,17.4137321012321,25.5,42.1994876208831,7.13495700813148,77.0267914140375
2020-04-03_10-23-18_106bbd|06,Omi Ko_rpl11,0.325491752168244,0.621768707482993,404.625,11.9947221657748,38.25,13.1859588393164,5.78246762489624,64.4548226903733
2020-04-03_10-23-18_106bbd|07,Omi Ko_rpl11,0.501615554673771,0.426473922902494,479.625,11.1054578754579,28.5,20.3671854507924,6.31733388091474,74.9201763690468
2020-04-03_10-23-18_106bbd|08,Omi Ko_rpl11,0.396746216200896,0.590079365079365,466.25,18.3975608102382,23.5,5.19456376018716,6.72854700137833,83.0572759656931
2020-04-03_10-23-18_106bbd|09,Omi Ko_rpl11,0.530468794286038,0.776587301587302,298.625,22.859696342305,25.25,-9.95292063069555,6.75664618020693,64.25845118691
2020-04-03_10-23-18_106bbd|11,GDH_+,0.456153279292557,0.64733560090703,370.5,14.4933856819468,32.75,61.116640624506,7.43618973835892,75.9824394229909
2020-04-03_10-23-18_106bbd|13,GDH_+,0.575704325151635,0.692403628117914,339.208333333333,14.1483883042707,35.5,52.9813340563688,8.23038183457394,77.2919565831646
2020-04-03_10-23-18_106bbd|14,GDH_+,0.266764922623434,0.527097505668934,425.375,12.8215075973409,30.25,66.3352324101407,5.78844408274815,73.1080633863931
2020-04-03_10-23-18_106bbd|15,GDH_+,0.355251969842979,0.576757369614513,186.75,12.6852987457154,34.25,63.0423509122527,7.67292654871274,78.3244735619327
2020-04-03_10-23-18_106bbd|16,GDH_+,0.241369536874327,0.546371882086168,272.916666666667,11.1779530198648,35.25,60.4114268475324,8.42687676249116,101.065906954548
2020-04-03_10-23-18_106bbd|17,GDH_+,0.376225837537555,0.515702947845805,296.958333333333,14.4777985791091,26.75,62.4611856449322,6.3712551245276,81.0312998786238
2020-04-03_10-23-18_106bbd|18,GDH_+,0.47083498667876,0.600226757369615,202.125,14.6032385149573,30.25,42.0456291466582,7.58376071301396,92.098353329866
2020-04-03_10-23-18_106bbd|19,GDH_+,0.466923643784366,0.642233560090703,205.75,16.3281245723864,29.25,69.8953368987484,9.14061316762752,87.4993821536205
2020-04-03_10-23-18_106bbd|20,GDH_+,0.142622300323111,0.183390022675737,475.166666666667,8.82087668772451,15.5,30.5963044658111,5.34082676817212,83.4729416639089
2020-04-03_10-23-23_107bbd|01,VAC14_+,0.219572659662378,0.198258735538156,365.083333333333,9.84829749103943,16.5,42.6291429103558,4.80969909630853,58.0017178017633
2020-04-03_10-23-23_107bbd|02,VAC14_+,0.497847672616656,0.616632629906966,136.791666666667,12.8345588235294,35,45.4761743785977,8.41545052924315,76.2761869948017
2020-04-03_10-23-23_107bbd|03,VAC14_+,0.360750524346692,0.526417233560091,225.375,11.325045811941,33.75,44.1475479315811,6.71888187780214,71.0865993666287
2020-04-03_10-23-23_107bbd|04,VAC14_+,0.434329119664418,0.440362811791383,335.666666666667,13.4958800857508,24.25,35.4462435629756,7.64974015188792,84.3645233926475
2020-04-03_10-23-23_107bbd|05,VAC14_+,0.277818717759764,0.513321995464853,325.75,10.5646141840883,35,37.5409982520273,5.99249630882697,66.5736299587619
2020-04-03_10-23-23_107bbd|07,VAC14_+,0.455416359616802,0.460204081632653,363.833333333333,14.2444419687067,24.75,40.4612062493812,7.77069050329842,82.7572726265546
2020-04-03_10-23-23_107bbd|08,VAC14_+,0.413468624227652,0.575680272108844,233.416666666667,11.6860421118234,36.5,48.9759127997594,7.41932017792461,70.9122044657493
2020-04-03_10-23-23_107bbd|09,VAC14_+,0.382574683974831,0.534863945578231,409.458333333333,12.9768518518519,30.75,42.7792599158616,8.561943024887,88.0980402764446
2020-04-03_10-23-23_107bbd|10,VAC14_+,0.372371180772065,0.53265306122449,155.625,12.9997873805827,30,34.8985162047879,5.57034936154463,62.3046890507709
2020-04-03_10-23-23_107bbd|11,FBXO7 KO,0.22889858851539,0.435090702947846,393.083333333333,25.4719328703704,11.75,53.3125925216665,4.24005556845494,60.1552538982578
2020-04-03_10-23-23_107bbd|12,FBXO7 KO,0.538404389073037,0.780253135559246,413.666666666667,15.7417104027991,36,19.4597568698288,4.16107009196311,47.128846150643
2020-04-03_10-23-23_107bbd|13,FBXO7 KO,0.300889972223797,0.39546485260771,309.541666666667,11.6595819304153,24.25,31.5411424836903,5.70823978267281,74.4400277254509
2020-04-03_10-23-23_107bbd|14,FBXO7 KO,0.396972960716513,0.556802721088435,175.75,14.7299010217114,30.25,35.7279685798461,4.47353943215451,55.4004210063831
2020-04-03_10-23-23_107bbd|15,FBXO7 KO,0.179751714755399,0.360600907029478,249.958333333333,11.9281513077566,22.5,5.05168065261948,5.53932191023044,79.1043868775817
2020-04-03_10-23-23_107bbd|16,FBXO7 KO,0.26404398843603,0.332766439909297,170.625,17.4794146825397,17,11.7387608071614,6.77025883799629,98.6669009583398
2020-04-03_10-23-23_107bbd|17,FBXO7 KO,0.27815883453319,0.333503401360544,258.791666666667,11.8426478915609,20.25,14.8845936168709,7.111867372375,95.1278026336523
